"","Q26","Q5Post","Q3FUS_Yes","Q3FUS_No","Q3Post","sp43fatheduc","sp44motheduc","sq39jobl","sp61pay","sq41preparealll","sp54homesup","sp47mpersonparent","sp41weak","sqr25grade","sqr29confident","sq48gradel","switcher_group","is_switcher","fath_educ","moth_educ","work","class","pay","sum_ses","low_ses","weak","end_grad","ability","sum_belief","no_belief","homesupp","parent_belief","sum_home","no_home_supp"
"1","Yes","Yes"," "," ","Yes","Some college","Graduate school",0,"Strongly disagree",13,"Strongly","Very much","Slightly disagree",3,"Agree",1,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"2","Yes",""," "," ","Yes","Graduate school","Graduate school",0,"Disagree",18,"Very strongly","Very much","Disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"3","Yes",""," "," ","Yes","Graduate school","Graduate school",3,"Slightly agree",35,"Very strongly","Very much","Strongly disagree",3,"Agree",2,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"4","Yes","Yes"," "," ","Yes","High school","Did not finish high school",0,"Slightly agree",13,"Very strongly","3","Disagree",4,"Agree",4,16,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"5","Yes","Yes"," "," ","Yes","High school","Some college",3,"Slightly disagree",25.5,"Strongly","4","Disagree",4,"Agree",4,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"6","Yes","Yes"," "," ","Yes","High school","High school",0,"Slightly agree",13,"Very strongly","4","Strongly agree",4,"Agree",4,16,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"7","Dont know/ Not sure/ N/A","Yes"," "," ","Yes","Some college","Some college",0,"Slightly agree",35,"Somewhat","2","Agree",2,"Slightly disagree",3,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,1,TRUE
"8","Yes","Yes"," "," ","Yes","Four years of college","Some college",0,"Strongly disagree",35,"Very strongly","4","Strongly disagree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"9","Yes","Yes","Yes"," ","Yes","Four years of college","Some college",18,"Agree",18,"Strongly","2","Disagree",4,"Agree",3,12,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"10","Dont know/ Not sure/ N/A","No"," "," ","Yes","Graduate school","Four years of college",0,"Slightly disagree",35,"Strongly","4","Slightly disagree",4,"Agree",3.67,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"11","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Strongly disagree",18,"Strongly","4","Slightly agree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"12","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Agree",25.5,"Very strongly","Very much","Disagree",3,"Agree",3.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"13","Yes","Yes"," "," ","No","Graduate school","Graduate school",0,"Disagree",25.5,"Strongly","3","Agree",4,"Agree",4,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"14","Dont know/ Not sure/ N/A","Yes","Yes"," ","Yes","High school","Graduate school",0,"Agree",35,"Strongly","2","Agree",2,"Slightly disagree",3.33,13,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"15","Yes","Yes"," "," ","No","Four years of college","Four years of college",0,"Strongly disagree",18,"Very strongly","4","Slightly disagree",3,"Slightly agree",3,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"16","Dont know/ Not sure/ N/A","Yes"," "," ","Yes","Four years of college","Graduate school",0,"Strongly disagree",13,"Strongly","3","Slightly disagree",3,"Agree",3,20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"17","Yes","Yes"," "," ","Yes","Some college","Some college",0,"Slightly agree",18,"Very strongly","3","Strongly disagree",0,"Agree",3.33,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"18","Dont know/ Not sure/ N/A","No"," "," ","No","Graduate school","Graduate school",8,"Disagree",35,"Strongly","4","Agree",4,"Agree",3.67,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"19","Yes","Yes","Yes"," ","Yes","Four years of college","Some college",0,"Slightly disagree",35,"Very strongly","4","Slightly agree",3,"Slightly agree",3.67,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"20","Yes","Yes"," ","No","Dont know/ Not sure/ N/A","Four years of college","Graduate school",13,"Slightly disagree",3,"Very strongly","4","Slightly disagree",3,"Slightly agree",2.33,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"21","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Strongly disagree",25.5,"Strongly","Very much","Disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"22","Dont know/ Not sure/ N/A","No"," ","No","No","Four years of college","High school",0,"Slightly agree",18,"Strongly","Very much","Disagree",2,"Slightly agree",1.67,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"23","Dont know/ Not sure/ N/A","Yes","Yes"," ","Yes","Graduate school","Some college",18,"Disagree",13,"Strongly","4","Disagree",3,"Agree",2,13,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"24","Yes","Yes","Yes"," ","Yes","Some college","Some college",0,"Slightly agree",18,"Strongly","Very much","Slightly agree",4,"Agree",4,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"25","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Disagree",3,"Very strongly","Very much","Agree",3,"Slightly agree",2,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"26","Yes","Yes","Yes"," ","Yes","Graduate school","Some college",18,"Agree",25.5,"Strongly","4","Agree",4,"Slightly agree",4,12,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"27","Yes","Yes","Yes"," ","Yes","Four years of college","Four years of college",18,"Slightly disagree",18,"Somewhat","3","Agree",3,"Agree",3,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"28","Yes","Yes"," "," ","Yes","Four years of college","Some college",0,"Agree",13,"Very strongly","4","Disagree",2,"Agree",2,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"29","Yes","Yes"," "," ","Yes","Four years of college","High school",18,"Disagree",8,"Very strongly","Very much","Disagree",4,"Agree",4,16,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"30","Yes","Yes"," "," ","Yes","Some college","Some college",18,"Agree",18,"Strongly","3","Agree",2,"Disagree",3.33,16,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"31","Dont know/ Not sure/ N/A","No"," "," ","No","Some college","Four years of college",0,"Disagree",8,"Somewhat","4","Agree",1,"Disagree",2,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,1,TRUE
"32","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","Dont know/ Not sure/ N/A","Graduate school","Four years of college",0,"Slightly agree",25.5,"Very strongly","4","Disagree",4,"Agree",3.67,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"33","Yes","Yes"," "," ","Yes","Four years of college","Some college",18,"Slightly agree",8,"Somewhat","Very much","Slightly agree",4,"Agree",4,16,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"34","Dont know/ Not sure/ N/A","Yes","Yes"," ","Yes","Four years of college","Four years of college",0,"Strongly disagree",18,"Very strongly","4","Slightly agree",3,"Agree",3,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"35","Dont know/ Not sure/ N/A","Yes","Yes"," ","Yes","Graduate school","Some college",0,"Slightly disagree",13,"Very strongly","Very much","Disagree",4,"Strongly agree",4,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"36","Yes","Yes"," "," ","Yes","Four years of college","High school",18,"Slightly agree",13,"Very strongly","4","Slightly disagree",4,"Strongly agree",3.33,16,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"37","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Disagree",25.5,"Strongly","3","Disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"38","Dont know/ Not sure/ N/A","Yes"," "," ","Dont know/ Not sure/ N/A","Graduate school","Four years of college",0,"Agree",13,"Very strongly","Very much","Agree",2,"Slightly agree",2,7,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"39","Yes","Yes","Yes"," ","Yes","Four years of college","Some college",0,"Disagree",18,"Very strongly","4","Disagree",4,"Agree",4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"40","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Slightly agree",25.5,"Very strongly","4","Disagree",4,"Slightly agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"41","Dont know/ Not sure/ N/A","Yes"," "," ","Yes","Four years of college","Four years of college",0,"Disagree",18,"Strongly","2","Slightly disagree",3,"Agree",3.33,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"42","Yes","Yes"," "," ","Yes","Four years of college","Graduate school",8,"Disagree",25.5,"Very strongly","Very much","Disagree",4,"Agree",3.33,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"43","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Slightly agree",35,"Strongly","4","Slightly agree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"44","Yes","Yes","Yes"," ","Yes","Graduate school","Four years of college",0,"Disagree",35,"Strongly","2","Slightly disagree",4,"Agree",4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"45","Dont know/ Not sure/ N/A","Yes","Yes"," ","Yes","Some college","High school",0,"Slightly agree",25.5,"Somewhat","4","Disagree",3,"Slightly agree",2.67,13,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"46","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","Dont know/ Not sure/ N/A","Four years of college","Four years of college",0,"Strongly disagree",13,"Strongly","Very much","Disagree",4,"Agree",3.67,21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"47","Yes","Yes"," "," ","Yes","Four years of college","High school",18,"Disagree",13,"Very strongly","4","Slightly disagree",4,"Strongly agree",4,16,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"48","Yes","Dont know/ Not sure/ N/A"," "," ","Yes","Graduate school","Four years of college",18,"Agree",25.5,"Very strongly","3","Slightly agree",3,"Agree",3,16,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"49","Yes","Yes"," ","No","Yes","Four years of college","Some college",3,"Slightly agree",13,"Somewhat","2","Agree",1,"Disagree",0,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,1,TRUE
"50","Dont know/ Not sure/ N/A","Yes"," "," ","Dont know/ Not sure/ N/A","High school","High school",0,"Slightly agree",35,"Somewhat","3","Slightly agree",1,"Agree",2,7,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"51","Yes","Yes"," "," ","Yes","Some college","High school",13,"Agree",25.5,"Somewhat","3","Disagree",4,"Strongly agree",4,16,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"52","Yes","Yes"," "," ","Yes","Some college","Graduate school",35,"Slightly disagree",3,"Strongly","4","Slightly disagree",1,"Slightly disagree",1,16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,0,FALSE
"53","Yes","Yes"," "," ","Yes","High school","High school",0,"Strongly disagree",25.5,"Very strongly","Very much","Strongly disagree",4,"Strongly agree",4,16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"54","Yes","Yes"," "," ","Yes","High school","Some college",3,"Strongly agree",8,"Somewhat","2","Disagree",2,"Slightly disagree",2,16,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,1,TRUE
"55","Yes","Yes"," "," ","Yes","Some college","Graduate school",0,"Slightly agree",35,"Strongly","1","Slightly disagree",2,"Slightly disagree",2.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,1,TRUE
"56","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Slightly agree",13,"Very strongly","1","Agree",3,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,TRUE,1,TRUE
"57","Yes","Dont know/ Not sure/ N/A"," "," ","Yes","Some college","Some college",25.5,"Strongly disagree",8,"Strongly","3","Strongly disagree",3,"Slightly agree",3,16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"58","Yes","Yes"," "," ","Yes","Did not finish high school","Graduate school",25.5,"Strongly agree",8,"Strongly","Very much","Slightly agree",2,"Slightly agree",2,16,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"59","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Slightly disagree",25.5,"Strongly","Very much","Agree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"60","Yes","Yes"," "," ","Yes","High school","High school",0,"Slightly agree",3,"Very strongly","3","Agree",2,"Agree",2.67,16,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"61","Yes","Yes"," "," ","Dont know/ Not sure/ N/A","Four years of college","Four years of college",8,"Agree",13,"Very strongly","4","Slightly agree",2,"Slightly disagree",0,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"62","Yes","No"," "," ","No","High school","High school",18,"Agree",13,"Strongly","Very much","Slightly agree",2,"Strongly agree",2,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"63","Dont know/ Not sure/ N/A","Yes"," "," ","Yes","Some college","Some college",25.5,"Agree",18,"Very strongly","4","Slightly agree",2,"Slightly agree",2.33,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"64","Yes","Yes"," "," ","Yes","Graduate school","High school",0,"Agree",18,"Strongly","1","Slightly disagree",4,"Strongly disagree",4,16,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,TRUE,1,TRUE
"65","Yes","Yes"," "," ","Yes","High school","High school",25.5,"Slightly disagree",8,"Somewhat","4","Disagree",2,"Slightly agree",0,16,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,TRUE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,1,TRUE
"66","Yes","Yes","Yes"," ","Yes","Graduate school","Some college",25.5,"Slightly disagree",8,"Very strongly","4","Disagree",4,"Agree",3.33,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"67","Yes","Yes"," "," ","Dont know/ Not sure/ N/A","Some college","High school",25.5,"Slightly agree",8,"Very strongly","Very much","Disagree",2,"Agree",1,5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"68","Yes","Yes"," ","No","Dont know/ Not sure/ N/A","Graduate school","Graduate school",3,"Strongly disagree",13,"Very strongly","Very much","Slightly agree",4,"Agree",4,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"69","Yes","Yes","Yes"," ","Yes","Four years of college","Four years of college",0,"Agree",18,"Very strongly","Very much","Slightly agree",4,"Agree",4,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"70","Yes","Yes","Yes"," ","Yes","Four years of college","Four years of college",0,"Disagree",13,"Very strongly","3","Slightly agree",4,"Slightly agree",4,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"71","Yes","","Yes"," ","Yes","Four years of college","Four years of college",8,"Agree",18,"Very strongly","Very much","Disagree",4,"Strongly agree",3,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"72","Yes","Yes","Yes"," ","Yes","Four years of college","Four years of college",3,"Agree",18,"Strongly","4","Slightly agree",4,"Strongly agree",4,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"73","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",0,"Agree",25.5,"Very strongly","4","Disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"74","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",0,"Slightly agree",3,"Strongly","3","Slightly disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"75","Yes","Yes"," "," ","Yes","Four years of college","Graduate school",0,"Strongly agree",35,"Very strongly","3","Agree",3,"Slightly agree",1,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"76","Yes","Yes"," "," ","Yes","High school","Some college",0,"Slightly disagree",18,"Very strongly","2","Slightly disagree",2,"Disagree",1,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,0,FALSE
"77","Yes","Yes","Yes"," ","Yes","High school","High school",0,"Slightly agree",13,"Strongly","Very much","Slightly agree",3,"Agree",2,12,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"78","Yes","Yes"," "," ","Yes","High school","Some college",3,"Slightly agree",13,"Strongly","4","Slightly disagree",2,"Slightly agree",1,16,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"79","Yes","Yes"," ","No","Yes","High school","Did not finish high school",8,"Slightly agree",8,"Strongly","4","Strongly disagree",3,"Slightly agree",2,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"80","Yes","Yes"," ","No","Yes","Graduate school","Four years of college",0,"Disagree",35,"Very strongly","3","Slightly disagree",2,"Slightly agree",1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"81","Yes","Yes"," "," ","Yes","High school","High school",35,"Strongly disagree",13,"Not at all","Very much","Slightly agree",4,"Slightly agree",3,16,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"82","Yes","Yes"," "," ","No","Some college","High school",0,"Strongly agree",35,"Somewhat","3","Slightly agree",2,"Slightly agree",2,6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"83","Dont know/ Not sure/ N/A",""," "," ","Yes","Four years of college","Four years of college",0,"Disagree",13,"Not at all","4","Disagree",4,"Strongly agree",4,20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"84","Dont know/ Not sure/ N/A","No"," "," ","No","High school","Four years of college",18,"Strongly agree",8,"Somewhat","2","Slightly agree",3,"Slightly agree",3.33,8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"85","Yes","Yes"," "," ","Yes","High school","Four years of college",8,"Slightly agree",18,"Strongly","Very much","Disagree",3,"Strongly agree",3,16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"86","Yes","Yes"," "," ","Yes","Some college","Some college",13,"Strongly disagree",18,"Very strongly","4","Slightly agree",3,"Agree",3,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"87","Yes","Yes"," "," ","Yes","Graduate school","Some college",25.5,"Strongly disagree",25.5,"Strongly","Very much","Strongly disagree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"88","Yes","Yes"," "," ","Dont know/ Not sure/ N/A","Graduate school","Some college",3,"Agree",25.5,"Strongly","4","Agree",3,"Slightly disagree",3,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,0,FALSE
"89","Yes","","Yes"," ","Yes","Graduate school","Graduate school",0,"Disagree",18,"Very strongly","4","Agree",3,"Slightly agree",3,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"90","Yes",""," "," ","Yes","Four years of college","Graduate school",0,"Strongly agree",18,"Strongly","4","Slightly agree",4,"Slightly agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"91","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," ","No","Dont know/ Not sure/ N/A","High school","Some college",8,"Strongly agree",25.5,"Strongly","1","Disagree",3,"Slightly agree",3,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,1,TRUE
